Source,Target,Type,Id,Label,Weight
3,4542,Undirected,715974,,1
3,2187,Undirected,715975,,1
3,3885,Undirected,715976,,1
3,711,Undirected,715977,,1
3,1709,Undirected,715978,,1
3,3750,Undirected,715979,,1
3,6876,Undirected,715980,,1
3,91,Undirected,715981,,1
3,1339,Undirected,715982,,1
4,3916,Undirected,715983,,1
4,2519,Undirected,715984,,1
4,4883,Undirected,715985,,1
4,4538,Undirected,715986,,1
5,2627,Undirected,715987,,1
5,4810,Undirected,715988,,1
5,3265,Undirected,715989,,1
5,3382,Undirected,715990,,1
5,1134,Undirected,715991,,1
5,2522,Undirected,715992,,1
5,276,Undirected,715993,,1
5,4907,Undirected,715994,,1
5,3153,Undirected,715995,,1
5,2118,Undirected,715996,,1
5,5293,Undirected,715997,,1
5,4551,Undirected,715998,,1
5,1203,Undirected,715999,,1
5,3749,Undirected,716000,,1
5,386,Undirected,716001,,1
5,3905,Undirected,716002,,1
5,5978,Undirected,716003,,1
5,5056,Undirected,716004,,1
5,536,Undirected,716005,,1
5,3678,Undirected,716006,,1
5,1938,Undirected,716007,,1
36,5394,Undirected,716008,,1
36,5402,Undirected,716009,,1
36,2158,Undirected,716010,,1
36,4206,Undirected,716011,,1
36,2871,Undirected,716012,,1
36,5526,Undirected,716013,,1
36,2047,Undirected,716014,,1
36,6859,Undirected,716015,,1
36,2195,Undirected,716016,,1
36,2211,Undirected,716017,,1
36,3960,Undirected,716018,,1
36,939,Undirected,716019,,1
36,1881,Undirected,716020,,1
36,2708,Undirected,716021,,1
36,6412,Undirected,716022,,1
36,5930,Undirected,716023,,1
36,6341,Undirected,716024,,1
36,6285,Undirected,716025,,1
8,11,Undirected,716026,,1
8,1481,Undirected,716027,,1
9,1042,Undirected,716028,,1
9,3117,Undirected,716029,,1
9,2972,Undirected,716030,,1
9,2757,Undirected,716031,,1
9,5091,Undirected,716032,,1
9,2951,Undirected,716033,,1
10,1434,Undirected,716034,,1
10,1096,Undirected,716035,,1
10,3191,Undirected,716036,,1
10,1573,Undirected,716037,,1
10,3265,Undirected,716038,,1
10,4684,Undirected,716039,,1
10,3023,Undirected,716040,,1
10,147,Undirected,716041,,1
10,4550,Undirected,716042,,1
10,14,Undirected,716043,,1
10,348,Undirected,716044,,1
10,328,Undirected,716045,,1
10,464,Undirected,716046,,1
10,501,Undirected,716047,,1
10,948,Undirected,716048,,1
10,270,Undirected,716049,,1
10,3678,Undirected,716050,,1
10,2697,Undirected,716051,,1
11,1827,Undirected,716052,,1
11,2736,Undirected,716053,,1
11,3792,Undirected,716054,,1
11,450,Undirected,716055,,1
11,1147,Undirected,716056,,1
11,3427,Undirected,716057,,1
11,2666,Undirected,716058,,1
11,6686,Undirected,716059,,1
11,4510,Undirected,716060,,1
11,6384,Undirected,716061,,1
11,4581,Undirected,716062,,1
11,3655,Undirected,716063,,1
11,660,Undirected,716064,,1
11,2079,Undirected,716065,,1
11,5387,Undirected,716066,,1
11,1368,Undirected,716067,,1
11,3773,Undirected,716068,,1
11,538,Undirected,716069,,1
11,4307,Undirected,716070,,1
11,5020,Undirected,716071,,1
11,6365,Undirected,716072,,1
11,6378,Undirected,716073,,1
11,5021,Undirected,716074,,1
11,6857,Undirected,716075,,1
11,4217,Undirected,716076,,1
11,6574,Undirected,716077,,1
11,513,Undirected,716078,,1
11,1481,Undirected,716079,,1
11,416,Undirected,716080,,1
11,2245,Undirected,716081,,1
11,4941,Undirected,716082,,1
11,561,Undirected,716083,,1
11,3844,Undirected,716084,,1
11,2851,Undirected,716085,,1
11,1693,Undirected,716086,,1
11,4598,Undirected,716087,,1
11,3869,Undirected,716088,,1
11,5784,Undirected,716089,,1
11,3590,Undirected,716090,,1
11,3634,Undirected,716091,,1
11,4447,Undirected,716092,,1
11,3352,Undirected,716093,,1
11,6148,Undirected,716094,,1
11,1224,Undirected,716095,,1
11,5545,Undirected,716096,,1
11,6699,Undirected,716097,,1
11,5925,Undirected,716098,,1
11,1442,Undirected,716099,,1
11,1296,Undirected,716100,,1
11,5742,Undirected,716101,,1
11,88,Undirected,716102,,1
11,6416,Undirected,716103,,1
11,5266,Undirected,716104,,1
11,4790,Undirected,716105,,1
11,1985,Undirected,716106,,1
11,271,Undirected,716107,,1
11,3425,Undirected,716108,,1
12,4070,Undirected,716109,,1
12,2763,Undirected,716110,,1
12,4696,Undirected,716111,,1
13,5142,Undirected,716112,,1
13,397,Undirected,716113,,1
13,95,Undirected,716114,,1
13,3427,Undirected,716115,,1
13,1390,Undirected,716116,,1
13,855,Undirected,716117,,1
13,6680,Undirected,716118,,1
13,596,Undirected,716119,,1
13,3742,Undirected,716120,,1
13,3768,Undirected,716121,,1
13,6094,Undirected,716122,,1
13,219,Undirected,716123,,1
13,1364,Undirected,716124,,1
13,5668,Undirected,716125,,1
13,6850,Undirected,716126,,1
13,1547,Undirected,716127,,1
13,3437,Undirected,716128,,1
13,1822,Undirected,716129,,1
13,6101,Undirected,716130,,1
13,2418,Undirected,716131,,1
13,2055,Undirected,716132,,1
13,2851,Undirected,716133,,1
13,6112,Undirected,716134,,1
13,2068,Undirected,716135,,1
13,5448,Undirected,716136,,1
13,5816,Undirected,716137,,1
13,5788,Undirected,716138,,1
13,311,Undirected,716139,,1
13,1040,Undirected,716140,,1
13,2141,Undirected,716141,,1
13,4839,Undirected,716142,,1
13,6508,Undirected,716143,,1
13,5681,Undirected,716144,,1
13,6052,Undirected,716145,,1
13,3084,Undirected,716146,,1
13,4392,Undirected,716147,,1
13,2573,Undirected,716148,,1
13,3534,Undirected,716149,,1
13,2167,Undirected,716150,,1
13,2782,Undirected,716151,,1
13,3172,Undirected,716152,,1
13,757,Undirected,716153,,1
13,4270,Undirected,716154,,1
13,5997,Undirected,716155,,1
14,1121,Undirected,716156,,1
14,6397,Undirected,716157,,1
14,4299,Undirected,716158,,1
14,4876,Undirected,716159,,1
14,3023,Undirected,716160,,1
14,2989,Undirected,716161,,1
14,2473,Undirected,716162,,1
14,2289,Undirected,716163,,1
14,1938,Undirected,716164,,1
14,3601,Undirected,716165,,1
14,2843,Undirected,716166,,1
14,1203,Undirected,716167,,1
14,4187,Undirected,716168,,1
14,5909,Undirected,716169,,1
14,6634,Undirected,716170,,1
14,998,Undirected,716171,,1
14,536,Undirected,716172,,1
14,276,Undirected,716173,,1
14,650,Undirected,716174,,1
14,5606,Undirected,716175,,1
14,1096,Undirected,716176,,1
14,4157,Undirected,716177,,1
14,589,Undirected,716178,,1
14,2499,Undirected,716179,,1
14,3031,Undirected,716180,,1
14,2144,Undirected,716181,,1
14,959,Undirected,716182,,1
14,6278,Undirected,716183,,1
14,5781,Undirected,716184,,1
14,2536,Undirected,716185,,1
14,4551,Undirected,716186,,1
14,3749,Undirected,716187,,1
14,1819,Undirected,716188,,1
14,1074,Undirected,716189,,1
14,3218,Undirected,716190,,1
14,2697,Undirected,716191,,1
14,609,Undirected,716192,,1
14,3117,Undirected,716193,,1
14,3265,Undirected,716194,,1
14,1434,Undirected,716195,,1
14,1134,Undirected,716196,,1
14,4316,Undirected,716197,,1
14,3892,Undirected,716198,,1
14,6656,Undirected,716199,,1
14,5892,Undirected,716200,,1
14,3528,Undirected,716201,,1
14,4810,Undirected,716202,,1
14,2799,Undirected,716203,,1
14,6837,Undirected,716204,,1
14,2531,Undirected,716205,,1
14,5373,Undirected,716206,,1
14,3449,Undirected,716207,,1
14,6143,Undirected,716208,,1
14,268,Undirected,716209,,1
14,1759,Undirected,716210,,1
14,2125,Undirected,716211,,1
14,207,Undirected,716212,,1
14,1684,Undirected,716213,,1
14,4138,Undirected,716214,,1
14,3614,Undirected,716215,,1
14,878,Undirected,716216,,1
14,6538,Undirected,716217,,1
14,147,Undirected,716218,,1
14,3705,Undirected,716219,,1
14,4907,Undirected,716220,,1
14,3153,Undirected,716221,,1
14,348,Undirected,716222,,1
14,2522,Undirected,716223,,1
14,7004,Undirected,716224,,1
14,1731,Undirected,716225,,1
14,5978,Undirected,716226,,1
14,386,Undirected,716227,,1
14,3905,Undirected,716228,,1
14,6285,Undirected,716229,,1
14,4322,Undirected,716230,,1
14,5798,Undirected,716231,,1
14,270,Undirected,716232,,1
14,3678,Undirected,716233,,1
15,1303,Undirected,716234,,1
15,2354,Undirected,716235,,1
15,6894,Undirected,716236,,1
15,288,Undirected,716237,,1
15,5596,Undirected,716238,,1
15,4028,Undirected,716239,,1
15,5086,Undirected,716240,,1
15,523,Undirected,716241,,1
16,4180,Undirected,716242,,1
16,2607,Undirected,716243,,1
16,4121,Undirected,716244,,1
16,1935,Undirected,716245,,1
16,3026,Undirected,716246,,1
16,4003,Undirected,716247,,1
16,4952,Undirected,716248,,1
16,2976,Undirected,716249,,1
16,2001,Undirected,716250,,1
16,4111,Undirected,716251,,1
16,4832,Undirected,716252,,1
16,410,Undirected,716253,,1
16,744,Undirected,716254,,1
16,2503,Undirected,716255,,1
16,6691,Undirected,716256,,1
16,2884,Undirected,716257,,1
16,562,Undirected,716258,,1
16,2543,Undirected,716259,,1
16,493,Undirected,716260,,1
16,3269,Undirected,716261,,1
16,4710,Undirected,716262,,1
16,1810,Undirected,716263,,1
16,6114,Undirected,716264,,1
16,296,Undirected,716265,,1
16,4077,Undirected,716266,,1
16,6295,Undirected,716267,,1
16,2686,Undirected,716268,,1
16,212,Undirected,716269,,1
2857,820,Undirected,716270,,1
2857,2072,Undirected,716271,,1
2857,496,Undirected,716272,,1
2857,210,Undirected,716273,,1
2857,3544,Undirected,716274,,1
2857,6679,Undirected,716275,,1
2857,4147,Undirected,716276,,1
2857,2586,Undirected,716277,,1
2857,628,Undirected,716278,,1
2857,385,Undirected,716279,,1
2857,4855,Undirected,716280,,1
2857,973,Undirected,716281,,1
2857,3080,Undirected,716282,,1
2857,886,Undirected,716283,,1
2857,4894,Undirected,716284,,1
2857,4993,Undirected,716285,,1
2857,4156,Undirected,716286,,1
2857,6050,Undirected,716287,,1
2857,3135,Undirected,716288,,1
2857,922,Undirected,716289,,1
2857,1252,Undirected,716290,,1
2857,1547,Undirected,716291,,1
2857,2612,Undirected,716292,,1
2857,6403,Undirected,716293,,1
2857,1890,Undirected,716294,,1
2857,4921,Undirected,716295,,1
2857,1886,Undirected,716296,,1
2857,4944,Undirected,716297,,1
2857,6278,Undirected,716298,,1
2857,2047,Undirected,716299,,1
2857,6193,Undirected,716300,,1
2857,4389,Undirected,716301,,1
2857,691,Undirected,716302,,1
2857,3466,Undirected,716303,,1
2857,5301,Undirected,716304,,1
2857,2214,Undirected,716305,,1
2857,196,Undirected,716306,,1
2857,4437,Undirected,716307,,1
2857,2770,Undirected,716308,,1
2857,6719,Undirected,716309,,1
2857,897,Undirected,716310,,1
2857,6576,Undirected,716311,,1
2857,6928,Undirected,716312,,1
2857,259,Undirected,716313,,1
2857,2924,Undirected,716314,,1
2857,140,Undirected,716315,,1
2857,311,Undirected,716316,,1
2857,5679,Undirected,716317,,1
2857,6693,Undirected,716318,,1
2857,5419,Undirected,716319,,1
2857,2142,Undirected,716320,,1
2857,4119,Undirected,716321,,1
2857,5253,Undirected,716322,,1
2857,2344,Undirected,716323,,1
2857,4025,Undirected,716324,,1
2857,6783,Undirected,716325,,1
2857,4810,Undirected,716326,,1
2857,2971,Undirected,716327,,1
2857,2801,Undirected,716328,,1
2857,6121,Undirected,716329,,1
2857,5491,Undirected,716330,,1
2857,4899,Undirected,716331,,1
2857,2870,Undirected,716332,,1
2857,949,Undirected,716333,,1
2857,4736,Undirected,716334,,1
2857,5402,Undirected,716335,,1
2857,6237,Undirected,716336,,1
2857,7038,Undirected,716337,,1
2857,2193,Undirected,716338,,1
2857,1868,Undirected,716339,,1
2857,3640,Undirected,716340,,1
2857,5599,Undirected,716341,,1
2857,1069,Undirected,716342,,1
2857,2835,Undirected,716343,,1
2857,3923,Undirected,716344,,1
2857,2259,Undirected,716345,,1
2857,3073,Undirected,716346,,1
2857,3905,Undirected,716347,,1
2857,1701,Undirected,716348,,1
2857,6285,Undirected,716349,,1
2857,425,Undirected,716350,,1
2857,5906,Undirected,716351,,1
2857,1731,Undirected,716352,,1
17,985,Undirected,716353,,1
17,2604,Undirected,716354,,1
17,5086,Undirected,716355,,1
17,6977,Undirected,716356,,1
17,6880,Undirected,716357,,1
17,3575,Undirected,716358,,1
17,2918,Undirected,716359,,1
17,2736,Undirected,716360,,1
17,5913,Undirected,716361,,1
17,6775,Undirected,716362,,1
17,3472,Undirected,716363,,1
17,6658,Undirected,716364,,1
17,832,Undirected,716365,,1
17,5327,Undirected,716366,,1
17,5616,Undirected,716367,,1
17,3726,Undirected,716368,,1
17,4871,Undirected,716369,,1
17,837,Undirected,716370,,1
17,5945,Undirected,716371,,1
17,2447,Undirected,716372,,1
17,6290,Undirected,716373,,1
17,1693,Undirected,716374,,1
17,111,Undirected,716375,,1
17,5487,Undirected,716376,,1
17,4070,Undirected,716377,,1
17,5680,Undirected,716378,,1
17,1325,Undirected,716379,,1
17,777,Undirected,716380,,1
17,390,Undirected,716381,,1
17,1548,Undirected,716382,,1
17,175,Undirected,716383,,1
17,6321,Undirected,716384,,1
17,5313,Undirected,716385,,1
17,2529,Undirected,716386,,1
17,4817,Undirected,716387,,1
17,6447,Undirected,716388,,1
3508,2198,Undirected,716389,,1
3508,60,Undirected,716390,,1
3508,886,Undirected,716391,,1
3508,5131,Undirected,716392,,1
3508,1210,Undirected,716393,,1
3508,5136,Undirected,716394,,1
3508,5974,Undirected,716395,,1
3508,6172,Undirected,716396,,1
3508,897,Undirected,716397,,1
3508,2313,Undirected,716398,,1
3508,3634,Undirected,716399,,1
3508,5491,Undirected,716400,,1
3508,1327,Undirected,716401,,1
3508,6980,Undirected,716402,,1
3508,3641,Undirected,716403,,1
3508,3099,Undirected,716404,,1
3508,2222,Undirected,716405,,1
3508,680,Undirected,716406,,1
3508,151,Undirected,716407,,1
3508,3114,Undirected,716408,,1
3508,104,Undirected,716409,,1
3508,3427,Undirected,716410,,1
3508,200,Undirected,716411,,1
3508,369,Undirected,716412,,1
3508,3768,Undirected,716413,,1
3508,3640,Undirected,716414,,1
3508,1302,Undirected,716415,,1
3508,159,Undirected,716416,,1
3508,377,Undirected,716417,,1
3508,794,Undirected,716418,,1
3508,2136,Undirected,716419,,1
3508,3008,Undirected,716420,,1
3508,6198,Undirected,716421,,1
3508,285,Undirected,716422,,1
3508,3116,Undirected,716423,,1
3508,1245,Undirected,716424,,1
3508,1807,Undirected,716425,,1
3508,4223,Undirected,716426,,1
3508,4028,Undirected,716427,,1
3508,1031,Undirected,716428,,1
3508,4427,Undirected,716429,,1
3508,4538,Undirected,716430,,1
3508,4320,Undirected,716431,,1
3508,810,Undirected,716432,,1
3508,2293,Undirected,716433,,1
3508,5873,Undirected,716434,,1
3508,3903,Undirected,716435,,1
3508,4762,Undirected,716436,,1
3508,1701,Undirected,716437,,1
3508,6206,Undirected,716438,,1
3508,4325,Undirected,716439,,1
3508,63,Undirected,716440,,1
3508,5984,Undirected,716441,,1
3508,3910,Undirected,716442,,1
3508,6872,Undirected,716443,,1
3508,5777,Undirected,716444,,1
3508,66,Undirected,716445,,1
3508,5409,Undirected,716446,,1
3508,2612,Undirected,716447,,1
3508,306,Undirected,716448,,1
3508,5475,Undirected,716449,,1
3508,5994,Undirected,716450,,1
3508,1495,Undirected,716451,,1
3508,5000,Undirected,716452,,1
3508,5001,Undirected,716453,,1
3508,4678,Undirected,716454,,1
3508,6004,Undirected,716455,,1
3508,5683,Undirected,716456,,1
3508,3490,Undirected,716457,,1
3508,3150,Undirected,716458,,1
3508,4341,Undirected,716459,,1
3508,4855,Undirected,716460,,1
3508,4848,Undirected,716461,,1
3508,1966,Undirected,716462,,1
3508,6521,Undirected,716463,,1
3508,5213,Undirected,716464,,1
3508,3158,Undirected,716465,,1
3508,1818,Undirected,716466,,1
3508,855,Undirected,716467,,1
3508,3711,Undirected,716468,,1
3508,535,Undirected,716469,,1
3508,5924,Undirected,716470,,1
3508,741,Undirected,716471,,1
3508,2303,Undirected,716472,,1
3508,2418,Undirected,716473,,1
3508,4102,Undirected,716474,,1
3508,6255,Undirected,716475,,1
3508,543,Undirected,716476,,1
3508,1479,Undirected,716477,,1
3508,5121,Undirected,716478,,1
3508,758,Undirected,716479,,1
3508,2319,Undirected,716480,,1
3508,5459,Undirected,716481,,1
3508,5596,Undirected,716482,,1
19,5464,Undirected,716483,,1
19,7028,Undirected,716484,,1
19,4492,Undirected,716485,,1
19,1545,Undirected,716486,,1
19,3653,Undirected,716487,,1
19,3967,Undirected,716488,,1
19,803,Undirected,716489,,1
19,5509,Undirected,716490,,1
19,3889,Undirected,716491,,1
19,2063,Undirected,716492,,1
19,4361,Undirected,716493,,1
19,790,Undirected,716494,,1
19,2387,Undirected,716495,,1
19,1639,Undirected,716496,,1
19,3953,Undirected,716497,,1
19,4309,Undirected,716498,,1
19,3113,Undirected,716499,,1
19,4703,Undirected,716500,,1
19,4287,Undirected,716501,,1
19,1581,Undirected,716502,,1
19,6642,Undirected,716503,,1
19,4808,Undirected,716504,,1
19,2086,Undirected,716505,,1
19,4483,Undirected,716506,,1
19,5790,Undirected,716507,,1
19,194,Undirected,716508,,1
19,5482,Undirected,716509,,1
19,6581,Undirected,716510,,1
19,2401,Undirected,716511,,1
19,2688,Undirected,716512,,1
19,6045,Undirected,716513,,1
19,2323,Undirected,716514,,1
19,5656,Undirected,716515,,1
19,3991,Undirected,716516,,1
20,503,Undirected,716517,,1
20,5507,Undirected,716518,,1
20,5902,Undirected,716519,,1
20,5376,Undirected,716520,,1
20,6254,Undirected,716521,,1
20,1124,Undirected,716522,,1
20,3554,Undirected,716523,,1
20,865,Undirected,716524,,1
20,3898,Undirected,716525,,1
20,6696,Undirected,716526,,1
20,5200,Undirected,716527,,1
20,1039,Undirected,716528,,1
20,4605,Undirected,716529,,1
20,5713,Undirected,716530,,1
20,814,Undirected,716531,,1
20,1281,Undirected,716532,,1
20,2709,Undirected,716533,,1
21,1129,Undirected,716534,,1
21,565,Undirected,716535,,1
21,3471,Undirected,716536,,1
21,1614,Undirected,716537,,1
21,1083,Undirected,716538,,1
21,3720,Undirected,716539,,1
21,1651,Undirected,716540,,1
21,3887,Undirected,716541,,1
22,3276,Undirected,716542,,1
22,3823,Undirected,716543,,1
22,5009,Undirected,716544,,1
22,1876,Undirected,716545,,1
22,6332,Undirected,716546,,1
22,5831,Undirected,716547,,1
22,6781,Undirected,716548,,1
22,5350,Undirected,716549,,1
22,6968,Undirected,716550,,1
22,3364,Undirected,716551,,1
22,2360,Undirected,716552,,1
22,6770,Undirected,716553,,1
22,5032,Undirected,716554,,1
22,4419,Undirected,716555,,1
22,715,Undirected,716556,,1
22,2596,Undirected,716557,,1
22,5291,Undirected,716558,,1
22,5512,Undirected,716559,,1
22,6135,Undirected,716560,,1
22,1054,Undirected,716561,,1
22,2133,Undirected,716562,,1
22,643,Undirected,716563,,1
22,5380,Undirected,716564,,1
22,6687,Undirected,716565,,1
22,6617,Undirected,716566,,1
22,2339,Undirected,716567,,1
22,1076,Undirected,716568,,1
22,229,Undirected,716569,,1
22,83,Undirected,716570,,1
22,1346,Undirected,716571,,1
22,3063,Undirected,716572,,1
22,4704,Undirected,716573,,1
22,4454,Undirected,716574,,1
22,6287,Undirected,716575,,1
22,171,Undirected,716576,,1
22,5421,Undirected,716577,,1
22,4628,Undirected,716578,,1
22,6204,Undirected,716579,,1
22,3531,Undirected,716580,,1
22,6817,Undirected,716581,,1
22,962,Undirected,716582,,1
22,4174,Undirected,716583,,1
22,5147,Undirected,716584,,1
22,6191,Undirected,716585,,1
22,1144,Undirected,716586,,1
22,3617,Undirected,716587,,1
22,3834,Undirected,716588,,1
22,7056,Undirected,716589,,1
6005,237,Undirected,716590,,1
6005,2252,Undirected,716591,,1
6005,3899,Undirected,716592,,1
6005,1216,Undirected,716593,,1
6005,4609,Undirected,716594,,1
6005,2044,Undirected,716595,,1
6005,3325,Undirected,716596,,1
6005,6278,Undirected,716597,,1
6005,3583,Undirected,716598,,1
6005,6334,Undirected,716599,,1
6005,6777,Undirected,716600,,1
6005,4028,Undirected,716601,,1
6005,5160,Undirected,716602,,1
6005,6057,Undirected,716603,,1
6005,4859,Undirected,716604,,1
23,5200,Undirected,716605,,1
24,3176,Undirected,716606,,1
24,5464,Undirected,716607,,1
24,3740,Undirected,716608,,1
24,6822,Undirected,716609,,1
24,3280,Undirected,716610,,1
24,3177,Undirected,716611,,1
24,3552,Undirected,716612,,1
24,4083,Undirected,716613,,1
24,4390,Undirected,716614,,1
24,5608,Undirected,716615,,1
24,1427,Undirected,716616,,1
24,2510,Undirected,716617,,1
24,6045,Undirected,716618,,1
24,2880,Undirected,716619,,1
24,4287,Undirected,716620,,1
24,6581,Undirected,716621,,1
24,3092,Undirected,716622,,1
24,3095,Undirected,716623,,1
24,362,Undirected,716624,,1
24,6620,Undirected,716625,,1
24,5951,Undirected,716626,,1
24,4703,Undirected,716627,,1
24,152,Undirected,716628,,1
24,2688,Undirected,716629,,1
24,2123,Undirected,716630,,1
24,3651,Undirected,716631,,1
24,4565,Undirected,716632,,1
24,1235,Undirected,716633,,1
24,3889,Undirected,716634,,1
24,6637,Undirected,716635,,1
24,1803,Undirected,716636,,1
24,6318,Undirected,716637,,1
24,3113,Undirected,716638,,1
24,3967,Undirected,716639,,1
24,6320,Undirected,716640,,1
24,6642,Undirected,716641,,1
24,6549,Undirected,716642,,1
24,4754,Undirected,716643,,1
24,4424,Undirected,716644,,1
24,805,Undirected,716645,,1
24,1353,Undirected,716646,,1
24,4432,Undirected,716647,,1
24,3901,Undirected,716648,,1
24,6556,Undirected,716649,,1
24,4168,Undirected,716650,,1
24,5656,Undirected,716651,,1
24,5183,Undirected,716652,,1
24,5540,Undirected,716653,,1
24,3130,Undirected,716654,,1
24,1048,Undirected,716655,,1
24,4670,Undirected,716656,,1
24,5088,Undirected,716657,,1
24,2387,Undirected,716658,,1
24,194,Undirected,716659,,1
24,4895,Undirected,716660,,1
24,1051,Undirected,716661,,1
24,1953,Undirected,716662,,1
24,2623,Undirected,716663,,1
24,3588,Undirected,716664,,1
24,77,Undirected,716665,,1
24,6349,Undirected,716666,,1
24,6579,Undirected,716667,,1
24,5790,Undirected,716668,,1
24,2063,Undirected,716669,,1
24,6423,Undirected,716670,,1
24,3253,Undirected,716671,,1
24,6587,Undirected,716672,,1
24,1838,Undirected,716673,,1
24,1839,Undirected,716674,,1
24,2934,Undirected,716675,,1
24,7028,Undirected,716676,,1
24,6491,Undirected,716677,,1
24,3258,Undirected,716678,,1
24,3371,Undirected,716679,,1
24,97,Undirected,716680,,1
24,3716,Undirected,716681,,1
24,4361,Undirected,716682,,1
24,5707,Undirected,716683,,1
24,6503,Undirected,716684,,1
24,3725,Undirected,716685,,1
24,4808,Undirected,716686,,1
24,2086,Undirected,716687,,1
24,4480,Undirected,716688,,1
24,1041,Undirected,716689,,1
24,3065,Undirected,716690,,1
24,3920,Undirected,716691,,1
24,3960,Undirected,716692,,1
24,3390,Undirected,716693,,1
24,3961,Undirected,716694,,1
24,5927,Undirected,716695,,1
24,4603,Undirected,716696,,1
24,3324,Undirected,716697,,1
25,1321,Undirected,716698,,1
25,2423,Undirected,716699,,1
25,882,Undirected,716700,,1
25,1952,Undirected,716701,,1
26,6262,Undirected,716702,,1
26,4583,Undirected,716703,,1
26,2342,Undirected,716704,,1
26,5443,Undirected,716705,,1
26,3842,Undirected,716706,,1
26,750,Undirected,716707,,1
26,3432,Undirected,716708,,1
26,5065,Undirected,716709,,1
26,5272,Undirected,716710,,1
26,1532,Undirected,716711,,1
27,2653,Undirected,716712,,1
27,4367,Undirected,716713,,1
27,2862,Undirected,716714,,1
27,6915,Undirected,716715,,1
27,4137,Undirected,716716,,1
27,1535,Undirected,716717,,1
27,4806,Undirected,716718,,1
27,1405,Undirected,716719,,1
27,4947,Undirected,716720,,1
27,1879,Undirected,716721,,1
27,1100,Undirected,716722,,1
27,3314,Undirected,716723,,1
27,6557,Undirected,716724,,1
28,4218,Undirected,716725,,1
28,710,Undirected,716726,,1
28,3266,Undirected,716727,,1
28,6936,Undirected,716728,,1
28,4745,Undirected,716729,,1
28,5134,Undirected,716730,,1
28,5847,Undirected,716731,,1
28,2150,Undirected,716732,,1
28,839,Undirected,716733,,1
